Titles,Labels
Are There Incongruent Ground States in 2D Edwards-Anderson Spin Glasses?,cond-mat.stat-mech
Bose-Einstein condensation in a rotating anisotropic TOP trap,cond-mat.stat-mech
"The penetrable-sphere fluid in the high-temperature, high-density limit",cond-mat.stat-mech
"Tkachenko modes of vortex lattices in rapidly rotating Bose-Einstein
  condensates",cond-mat.stat-mech
"Applications of Ideas from Random Matrix Theory to Step Distributions on
  ""Misoriented"" Surfaces",cond-mat.stat-mech
A new picture of the Lifshitz critical behavior,cond-mat.stat-mech
Prediction of the human life expectancy,cond-mat.stat-mech
"Nonadditive statistical measure of complexity and values of the entropic
  index q",cond-mat.stat-mech
"Interaction between charged anisotropic macromolecules: Application to
  rod-like polyelectrolytes",cond-mat.stat-mech
"Topological stripelike coreless textures with inner incommensurability
  in two-dimensional Heisenberg antiferromagnet",cond-mat.stat-mech
Persistence of Randomly Coupled Fluctuating Interfaces,cond-mat.stat-mech
Microscopic Surface Structure of Liquid Alkali Metals,cond-mat.stat-mech
"Aging Correlation Functions for Blinking Nano-Crystals, and Other On -
  Off Stochastic Processes",cond-mat.stat-mech
"Granular contact force density of states and entropy in a modified
  Edwards ensemble",cond-mat.stat-mech
Exact solution and magnetic properties of an anisotropic spin ladder,cond-mat.stat-mech
"Evolution in the split-peak structure across the Peak Effect region in
  single crystals of $2H$-NbSe$_2$",cond-mat.stat-mech
The Cole-Cole Law for Critical Dynamics in Glass-Forming Liquids,cond-mat.stat-mech
"A statistical mechanics approach for scale-free networks and
  finite-scale networks",cond-mat.stat-mech
Exact duality transformations for sigma models and gauge theories,cond-mat.stat-mech
Critical behavior of the 3D-Ising model on a poissonian random lattice,cond-mat.stat-mech
"Classical simulation of infinite-size quantum lattice systems in two
  spatial dimensions",cond-mat.stat-mech
Polaron action for multimode dispersive phonon systems,cond-mat.stat-mech
Monte Carlo simulation of metal deposition on foreign substrates,cond-mat.stat-mech
"Ramsey fringes formation during excitation of topological modes in a
  Bose-Einstein condensate",cond-mat.stat-mech
"Tuning Kinetic Magnetism of Strongly Correlated Electrons via Staggered
  Flux",cond-mat.stat-mech
Statistical ensemble equivalence problem,cond-mat.stat-mech
Anomalous Diffusion In Microrheology: A Comparative Study,cond-mat.stat-mech
"Sedimentation of pairs of hydrodynamically interacting semiflexible
  filaments",cond-mat.stat-mech
Patchy sticky hard spheres: analytical study and Monte Carlo simulations,cond-mat.stat-mech
"Arrival time distribution for a driven system containing quenched
  dichotomous disorder",cond-mat.stat-mech
"Non-equilibrium fluctuations and mechanochemical couplings of a
  molecular motor",cond-mat.stat-mech
"An exactly solvable phase transition model: generalized statistics and
  generalized Bose-Einstein condensation",cond-mat.stat-mech
Inferring the Gibbs state of a small quantum system,cond-mat.stat-mech
"Hidden vortices in a Bose-Einstein condensate in a rotating double-well
  potential",cond-mat.stat-mech
The Kovacs effect: a master equation analysis,cond-mat.stat-mech
On Modeling of Statistical Properties of Classical 3D Spin Glasses,cond-mat.stat-mech
"An investigation of the SCOZA for narrow square-well potentials and in
  the sticky limit",cond-mat.stat-mech
Dynamics of a two-species Bose-Einstein condensate in a double well,cond-mat.stat-mech
"Spatial Structures and Giant Number Fluctuations in Models of Active
  Matter",cond-mat.stat-mech
Large rare fluctuations in systems with delayed dissipation,cond-mat.stat-mech
Quantum Smoluchowski equation for driven systems,cond-mat.stat-mech
"Stripe-tetragonal phase transition in the 2D Ising model with dipole
  interactions: Partition-function zeros approach",cond-mat.stat-mech
"Possible Quantum Diffusion of Polaronic Muons in Dy$_2$Ti$_2$O$_7$ Spin
  Ice",cond-mat.stat-mech
Universal sub-leading terms in ground state fidelity,cond-mat.stat-mech
"Strong-Coupling Phases of Frustrated Bosons on a 2-leg Ladder with Ring
  Exchange",cond-mat.stat-mech
Maximum work for Carnot-like heat engines with infinite heat source,cond-mat.stat-mech
"Comment on ``Confinement of slave particles in U(1) gauge theories of
  strongly interacting electrons""",cond-mat.str-el
Indirect RKKY interaction in any dimensionality,cond-mat.str-el
Paramagnetic metal-insulator transition in the 2D Hubbard model,cond-mat.str-el
Spin-Peierls transition in an anisotropic two-dimensional XY model,cond-mat.str-el
Simple Exactly Solvable Models of non-Fermi Liquids,cond-mat.str-el
"Field-induced magnetic reorientation and effective anisotropy of a
  ferromagnetic monolayer within spin wave theory",cond-mat.str-el
"Electron Correlations in Narrow Energy Bands: Ground State Energy and
  Metal-Insulator Transition",cond-mat.str-el
Effects of a magnetic field on the one-dimensional spin-orbital model,cond-mat.str-el
"Superconductivity in the Attractive Hubbard Model: The Double Hubbard--I
  Approximation",cond-mat.str-el
Persistent currents through a quantum dot,cond-mat.str-el
Microscopic Theory of Damon-Eshbach Modes in Ferromagnetic Films,cond-mat.str-el
"The First Temperature Corrections to the Fermi Liquid Fixed Point in Two
  Dimensions",cond-mat.str-el
Superconductivity in the Kondo lattice: a mean-field approach,cond-mat.str-el
Frustrated 3-Dimensional Quantum Spin Liquid in CuHpCl,cond-mat.str-el
"Comment on ``Bethe Ansatz Results for the 4f-Electron Spectra of a
  Degenerate Anderson Model ''",cond-mat.str-el
Models of coherent exciton condensation,cond-mat.str-el
"A brief review of recent advances on the Mott transition: unconventional
  transport, spectral weight transfers, and critical behaviour",cond-mat.str-el
"Deconfined quantum criticality of the O(3) nonlinear $ìÄ$ model in
  two spacial dimensions: A renormalization group study",cond-mat.str-el
"The role of dynamical polarization of the ligand to metal charge
  transfer excitations in {\em ab initio} determination of effective exchange
  parameters",cond-mat.str-el
"Phase diagram of frustrated mixed-spin ladders in the strong-coupling
  limit",cond-mat.str-el
"Finite-temperature phase transitions in a two-dimensional boson Hubbard
  model",cond-mat.str-el
"Temperature dependence of the spin susceptibility of a clean Fermi gas
  with repulsion",cond-mat.str-el
"Non-Abelian hydrodynamics and the flow of spin in spin-orbit coupled
  substances",cond-mat.str-el
Ground-state two-spinon bonds in the Hubbard model on a square lattice,cond-mat.str-el
"Comment on ""Measurement of x-ray absorption spectra of overdoped
  high-temperature cuprate superconductors: Inapplicability of the single-band
  Hubbard model""",cond-mat.str-el
Inhomogeneous phase formation on the border of itinerant ferromagnetism,cond-mat.str-el
Random Field effects in field-driven quantum critical points,cond-mat.str-el
"Magnetic digital flop of ferroelectric domain with fixed spin chirality
  in a triangular lattice helimagnet",cond-mat.str-el
"FLEX-description of the spectral functions near singlet-triplet
  transition",cond-mat.str-el
Heavy holes: precursor to superconductivity in antiferromagnetic CeIn3,cond-mat.str-el
"The high-density electron gas: How its momentum distribution n(k) and
  its static structure factor S(q) are mutually related through the off-shell
  self-energy Sigma(k,omega)",cond-mat.str-el
"Intrinsic peculiarities of real material realizations of a spin-1/2
  kagome lattice",cond-mat.str-el
"An x-ray diffraction study of the temperature-induced structural phase
  transitions in SmVO3",cond-mat.str-el
Electron-electron interactions in graphene bilayers,cond-mat.str-el
"Effect of correlations and doping on the spin susceptibility of iron
  pnictides: the case of KFe2As2",cond-mat.str-el
Quantum disordered ground state for the frustrated square lattice,cond-mat.str-el
Heat capacity of the site-diluted spin dimer system Ba3(Mn1-xVx)2O8,cond-mat.str-el
"Persistent non-metallic behavior in Sr2IrO4 and Sr3Ir2O7 at high
  pressures",cond-mat.str-el
"Fermionic path integral Monte Carlo results for the uniform electron gas
  at finite temperature",cond-mat.str-el
"Quantum criticality in the two-channel pseudogap Anderson model: A test
  of the non-crossing approximation",cond-mat.str-el
"Raman scattering in a Heisenberg S=1/2 antiferromagnet on the
  anisotropic triangular lattice",cond-mat.str-el
"Anomalous enhancement of Wilson ratio in a quantum spin liquid with
  strong spin-orbital entanglement: the case of Na4Ir3O8",cond-mat.str-el
"Anyonic quantum spin chains: Spin-1 generalizations and topological
  stability",cond-mat.str-el
Anomalous thermal expansion of Sb$_2$Te$_3$ topological insulator,cond-mat.str-el
"Supersolid Order of Frustrated Hard-Core Bosons in a Triangular Lattice
  System",cond-mat.str-el
Transient dynamics of open quantum systems,cond-mat.str-el
"Highly Dispersive Electron Relaxation and Colossal Thermoelectricity in
  the Correlated Semiconductor FeSb$_2$",cond-mat.str-el
"Heterointerface engineered electronic and magnetic phases of NdNiO3 thin
  films",cond-mat.str-el
Two-leg SU(2n) spin ladder: A low-energy effective field theory approach,cond-mat.str-el
"Weakening of the spin density wave gap at low temperatures in
  SrFe$_2$As$_2$ single crystals",cond-mat.str-el
"Lifshitz metal-insulator transition induced by the all-in/all-out
  magnetic order in the pyrochlore oxide Cd2Os2O7",cond-mat.str-el
"Synchrotron X-ray Spectroscopy Study on the Valence State in alpha- and
  beta-YbAlB4 at Low Temperatures and High Magnetic Fields",cond-mat.str-el
"The self-consistent Dyson equation and self-energy functionals: failure
  or new opportunities?",cond-mat.str-el
Non-Hermitian description of the dynamics of inter-chain pair tunnelling,cond-mat.str-el
"The Functional Integral formulation of the Schrieffer-Wolff
  transformation",cond-mat.str-el
Distinguishing XY from Ising Electron Nematics,cond-mat.str-el
"Magnetic-field- and pressure-induced quantum phase transition in
  CsFeCl$_3$ proved via magnetization measurement",cond-mat.str-el
"Long-range interactions in the effective low energy Hamiltonian of
  Sr2IrO4: a core level resonant inelastic x-ray scattering study",cond-mat.str-el
"Groundstate fidelity phase diagram of the fully anisotropic two-leg
  spin-1/2 XXZ ladder",cond-mat.str-el
Models of the Pseudogap State in Cuprates,cond-mat.str-el
"Metal-Insulator Transition and Ferromagnetism in the Electron Doped
  Layered Manganites La2.3-xYxCa0.7Mn2O7 (x=0,0.3,0.5)",cond-mat.str-el
"Vortex-pair unbinding in the normal state of two-dimensional, short
  coherence-length superconductors",cond-mat.str-el
"First order metamagnetic transition in CeFe$_2$ based pseudobinary
  alloys",cond-mat.str-el
"Weak Field Hall Resistance and Effective Carrier Density Through
  Metal-Insulator Transition in Si-MOS Structures",cond-mat.str-el
Self-trapped Exciton and Franck-Condon Spectra Predicted in LaMnO$_3$,cond-mat.str-el
"Ultrafast Nonlinear Optical Response of Strongly Correlated Systems:
  Dynamics in the Quantum Hall Effect Regime",cond-mat.str-el
"Conductance renormalization and conductivity of a multi-subband
  Tomonaga-Luttinger model",cond-mat.str-el
Vortex Core Structure and Dynamics in Layered Superconductors,cond-mat.str-el
Kondo and anti-Kondo resonances in transport through nanoscale devices,cond-mat.str-el
"Exact Bond-Located Spin Ground State in the Hubbard Chain with
  Off-Diagonal Coulomb Interactions",cond-mat.str-el
Superconductivity from Hole Undressing,cond-mat.str-el
"Off-axis electron holography and microstructure of Ba0.5Sr0.5TiO3 thin
  film grown on LaAlO3",cond-mat.str-el
"Physical properties, strontium ordering and structural modulation in
  layered hexagonal Sr0.35CoO2",cond-mat.str-el
"Superconductivity and crystalline electric field effects in the filled
  skutterudite series Pr(Os$_{1-x}$Ru$_x$)$_4$Sb$_{12}$",cond-mat.str-el
"Magnetisation dynamics in the normal and condensate phases of UPd2Al3
  II: Inferences on the nodal gap symmetry",cond-mat.str-el
"Investigation into the Itinerant metamagnetism of Sr3Ru2O7 for the Field
  Parallel to the Ruthenium Oxygen Planes",cond-mat.str-el
Superlight bipolarons and a checkerboard d-wave condensate in cuprates,cond-mat.str-el
